X	Y	Nom	NUMERO_DEPARTEMENT	CODE_BASS	CODE_INSEE	IDIndexDATA	CLEGCES	NOM_PLAN_DEPLOIEMENT	CODE_REGION	CODE_INSEE_SGA	champ_graphe	longueur_specifique	vitesse_specifique	NUMERO_INSEE	GROUPEMENT	NOM_ZONE_OP	SECTEUR_SINISTRE	OBSERVATIONS	DFCI_ID_MOT	AUTRE_APPELATION	AUTRE_APPELATION_1	AUTRE_APPELATION_2	AUTRE_APPELATION_3	TYPE_AUTRE_APPELATION	TYPE_AUTRE_APPELATION_1	TYPE_AUTRE_APPELATION_2	TYPE_AUTRE_APPELATION_3	ADRESSE	Longueur specifique	Vitesse specifique	IdZoneGeo	z	type	ID
       1219083.923557592	       6199685.091761668									20				20096																		0	10	
       1219086.3693754792	       6199636.591950165									20				20096																		0	10	
       1219011.1583172297	       6199695.368180348									20				20096																		0	10	
       1219018.4175774637	       6199702.920227907									20				20096																		0	10	
       1219084.866873934	       6199678.419029412									20				20096																		0	10	
       1219016.7655873233	       6199639.966611646									20				20096																		0	10	
       1219106.4680204347	       6199644.439606558									20				20096																		0	10	
       1219004.8075795544	       6199697.860634441									20				20096																		0	10	
       1219112.9958854862	       6199657.003133657									20				20096																		0	10	
       1219112.8043138331	       6199667.708181925									20				20096																		0	10	
       1218998.6239094043	       6199677.06211149									20				20096																		0	10	
       1219091.6563370908	       6199616.913611731									20				20096																		0	10	
       1218992.1244716004	       6199669.329698886									20				20096																		0	10	
       1219006.9783792687	       6199640.992512263									20				20096																		0	10	
       1219007.5920070366	       6199680.094840097									20				20096																		0	10	
       1219102.237636251	       6199638.881502133									20				20096																		0	10	
       1219027.7965372344	       6199636.763341916									20				20096																		0	10	
       1219079.4216209846	       6199703.929280957									20				20096																		0	10	
       1219112.756068213	       6199639.397512643									20				20096																		0	10	
       1219087.6726704657	       6199626.962998685									20				20096																		0	10	
       1219072.441220807	       6199703.841069003									20				20096																		0	10	
       1219087.5580622132	       6199699.715209453									20				20096																		0	10	
       1219016.82667669	       6199665.039479239									20				20096																		0	10	
       1219010.7134364028	       6199703.873051806									20				20096																		0	10	
       1218990.1243610764	       6199676.8796411585									20				20096																		0	10	
       1219066.8075205227	       6199710.985884912									20				20096																		0	10	
       1219071.5726756307	       6199711.457789487									20				20096																		0	10	
       1219050.7762596651	       6199622.036250195									20				20096																		0	10	
       1219064.369341754	       6199618.150455124									20				20096																		0	10	
       1219051.886044371	       6199613.944676542									20				20096																		0	10	
       1219098.125103374	       6199705.204228923									20				20096																		0	10	
       1219074.038030674	       6199610.98909634									20				20096																		0	10	
       1219020.0618480705	       6199712.69835974									20				20096																		0	10	
       1219094.4142027136	       6199637.242262406									20				20096																		0	10	
       1219001.4857632662	       6199660.213090379									20				20096																		0	10	
       1219119.9393103055	       6199650.3966262685									20				20096																		0	10	
       1219096.896406238	       6199628.0454787									20				20096																		0	10	
       1219096.8396563488	       6199686.5980952885									20				20096																		0	10	
       1219049.7884599837	       6199704.347766564									20				20096																		0	10	
       1219026.7100123863	       6199711.137069239									20				20096																		0	10	
       1218998.0705324078	       6199682.773270974									20				20096																		0	10	
       1219049.5556879914	       6199712.657353581									20				20096																		0	10	
       1219102.124864959	       6199690.435473598									20				20096																		0	10	
       1219090.4853063107	       6199680.732521671									20				20096																		0	10	
       1219007.506855061	       6199668.618775034									20				20096																		0	10	
       1219122.7654377567	       6199664.98864354									20				20096																		0	10	
       1219012.4464245208	       6199685.478545771									20				20096																		0	10	
       1219043.8479266511	       6199718.216857826									20				20096																		0	10	
       1219105.5748609533	       6199618.070674886									20				20096																		0	10	
       1219036.4729266139	       6199715.345508927									20				20096																		0	10	
       1219085.144455893	       6199612.127377783									20				20096																		0	10	
       1219113.67876508	       6199680.804640105									20				20096																		0	10	
       1219022.566165227	       6199684.241507345									20				20096																		0	10	
       1219039.6795506699	       6199672.064700944									20				20096																		0	10	
       1219131.722191782	       6199668.772042131									20				20096																		0	10	
       1219073.0935937448	       6199630.909287225									20				20096																		0	10	
       1219018.2345579485	       6199696.229604943									20				20096																		0	10	
       1219005.0801712389	       6199650.42541335									20				20096																		0	10	
       1219085.7620861703	       6199712.1131154215									20				20096																		0	10	
       1218995.389424401	       6199692.670841284									20				20096																		0	10	
       1219044.4883555893	       6199727.141793872									20				20096																		0	10	
       1219012.9045743106	       6199718.696649647									20				20096																		0	10	
       1218995.2346851632	       6199699.594910758									20				20096																		0	10	
       1218994.193139683	       6199661.053233666									20				20096																		0	10	
       1219028.4571994485	       6199717.427639644									20				20096																		0	10	
       1218997.847025211	       6199654.540652275									20				20096																		0	10	
       1219124.1578393702	       6199658.169816999									20				20096																		0	10	
       1219010.5579649573	       6199711.708001682									20				20096																		0	10	
       1219052.6090380056	       6199724.671571737									20				20096																		0	10	
       1218986.6078470722	       6199690.698784934									20				20096																		0	10	
       1219017.0070685868	       6199726.442646116									20				20096																		0	10	
       1219059.901885362	       6199637.258451872									20				20096																		0	10	
       1219000.0236455246	       6199646.758773068									20				20096																		0	10	
       1219117.1067662789	       6199688.785249415									20				20096																		0	10	
       1219024.3488182789	       6199726.798189019									20				20096																		0	10	
       1219035.0425802397	       6199725.790334792									20				20096																		0	10	
       1219010.7131383172	       6199734.3863008525									20				20096																		0	10	
       1219105.075635096	       6199683.17532368									20				20096																		0	10	
       1219136.9332212168	       6199658.4704877									20				20096																		0	10	
       1219023.6723100392	       6199733.6606223835									20				20096																		0	10	
       1219083.9288406773	       6199619.372864591									20				20096																		0	10	
       1219095.5105248762	       6199697.843664762									20				20096																		0	10	
       1219124.601141331	       6199676.899113236									20				20096																		0	10	
       1218997.9773276905	       6199706.884114102									20				20096																		0	10	
       1219104.6615751397	       6199696.876693999									20				20096																		0	10	
       1219067.7180998744	       6199721.716649085									20				20096																		0	10	
       1219077.20763029	       6199717.791660952									20				20096																		0	10	
       1219030.692046913	       6199732.868379039									20				20096																		0	10	
       1219002.7965555615	       6199720.737851581									20				20096																		0	10	
       1219147.469077518	       6199658.780956778									20				20096																		0	10	
       1219044.737290806	       6199694.066205077									20				20096																		0	10	
       1219145.1418217188	       6199666.533134121									20				20096																		0	10	
       1218989.297422017	       6199713.649732436									20				20096																		0	10	
       1218988.361025586	       6199700.52184599									20				20096																		0	10	
       1219108.980516447	       6199631.996189525									20				20096																		0	10	
       1218982.0142307512	       6199701.275893048									20				20096																		0	10	
       1218970.7279826924	       6199702.08633239									20				20096																		0	10	
       1219118.8932154798	       6199641.335110688									20				20096																		0	10	
       1219131.95055553	       6199647.61203808									20				20096																		0	10	
       1219066.665339664	       6199612.9662882835									20				20096																		0	10	
       1219059.6539093228	       6199610.368299391									20				20096																		0	10	
       1219091.9713016117	       6199609.635097171									20				20096																		0	10	
       1219140.1469731678	       6199647.397687602									20				20096																		0	10	
       1218986.6179644808	       6199722.816436192									20				20096																		0	10	
       1219137.8104907267	       6199677.834747826									20				20096																		0	10	
       1219104.8752050246	       6199709.785442199									20				20096																		0	10	
       1218995.461467941	       6199725.817409158									20				20096																		0	10	
       1219089.6015005675	       6199602.055880958									20				20096																		0	10	
       1219097.296510786	       6199618.377873704									20				20096																		0	10	
       1219151.1495473348	       6199649.62136695									20				20096																		0	10	
       1219132.5229440404	       6199652.78948453									20				20096																		0	10	
       1219006.538173138	       6199728.786324714									20				20096																		0	10	
       1219109.6005065779	       6199610.952689121									20				20096																		0	10	
       1219110.8768005485	       6199704.109596995									20				20096																		0	10	
       1219115.898480287	       6199613.210181149									20				20096																		0	10	
       1219138.9909345894	       6199672.410675679									20				20096																		0	10	
       1219092.6188776765	       6199709.12796929									20				20096																		0	10	
       1219000.3975774562	       6199734.350673972									20				20096																		0	10	
       1219021.0661954205	       6199718.727658909									20				20096																		0	10	
       1219112.446457215	       6199649.257871262									20				20096																		0	10	
       1219131.4129654062	       6199684.312832181									20				20096																		0	10	
       1219060.7057953614	       6199722.628989752									20				20096																		0	10	
       1219115.6413555439	       6199697.698263829									20				20096																		0	10	
       1219044.7596856768	       6199617.24814077									20				20096																		0	10	
       1219080.8846713875	       6199604.28865156									20				20096																		0	10	
       1219127.0049613626	       6199641.339077392									20				20096																		0	10	
       1219117.6490730469	       6199675.632507533									20				20096																		0	10	
       1219123.7318857	       6199698.93330512									20				20096																		0	10	
       1219123.2442315277	       6199688.997226068									20				20096																		0	10	
       1219138.697150517	       6199639.329681284									20				20096																		0	10	
       1219097.3489058828	       6199600.188563945									20				20096																		0	10	
       1219112.9375648275	       6199622.796836495									20				20096																		0	10	
       1219150.0024125937	       6199641.141227322									20				20096																		0	10	
       1219141.3032620943	       6199652.538178461									20				20096																		0	10	
       1219117.2006345124	       6199630.979494494									20				20096																		0	10	
       1219124.5239917382	       6199626.490059752									20				20096																		0	10	
       1219109.2183707422	       6199603.893574043									20				20096																		0	10	
       1219121.7435908555	       6199616.102898938									20				20096																		0	10	
       1218973.293187654	       6199710.375725768									20				20096																		0	10	
       1219002.1497838392	       6199711.906806926									20				20096																		0	10	
       1218982.4657066131	       6199713.287610249									20				20096																		0	10	
       1219135.2120312576	       6199619.627299097									20				20096																		0	10	
       1219130.634466931	       6199629.344757777									20				20096																		0	10	
       1219161.9665580785	       6199644.7945471415									20				20096																		0	10	
       1218986.2625972524	       6199730.797675778									20				20096																		0	10	
       1219156.6175447737	       6199656.955458025									20				20096																		0	10	
       1219101.5979192085	       6199612.23412439									20				20096																		0	10	
       1219148.14241871	       6199632.8564954735									20				20096																		0	10	
       1218979.3854548493	       6199723.703628232									20				20096																		0	10	
       1219154.5363029141	       6199633.278500217									20				20096																		0	10	
       1218970.8630036938	       6199717.493486926									20				20096																		0	10	
       1219153.2185175384	       6199626.056909147									20				20096																		0	10	
       1219103.9630148045	       6199625.297897835									20				20096																		0	10	
       1219116.121236376	       6199605.576577945									20				20096																		0	10	
       1219104.982445016	       6199591.468867543									20				20096																		0	10	
       1219160.5454525424	       6199628.377924196									20				20096																		0	10	
       1218976.6094308672	       6199731.325671876									20				20096																		0	10	
       1218967.6565797953	       6199724.762254051									20				20096																		0	10	
       1219109.7100964244	       6199692.575045619									20				20096																		0	10	
       1219146.4218984856	       6199674.87762706									20				20096																		0	10	
       1219124.0163887497	       6199601.354147153									20				20096																		0	10	
       1219167.0890953662	       6199638.305840837									20				20096																		0	10	
       1219111.8576265532	       6199587.358986288									20				20096																		0	10	
       1219117.672800652	       6199598.014649059									20				20096																		0	10	
       1219102.218220824	       6199598.151204985									20				20096																		0	10	
       1219165.4681164129	       6199653.132823925									20				20096																		0	10	
       1219166.3114847743	       6199628.9410444135									20				20096																		0	10	
       1219171.7188274171	       6199623.571640758									20				20096																		0	10	
       1219174.7512492388	       6199638.240297406									20				20096																		0	10	
       1219170.4890228948	       6199646.362060545									20				20096																		0	10	
       1219096.8351672138	       6199592.438122865									20				20096																		0	10	
       1219128.0001027656	       6199607.937330392									20				20096																		0	10	
       1218992.6067219684	       6199734.131292853									20				20096																		0	10	
       1218986.7060925472	       6199741.707082091									20				20096																		0	10	
       1219160.4096837302	       6199619.492554418									20				20096																		0	10	
       1219160.8345659974	       6199637.570153749									20				20096																		0	10	
       1218962.1399936518	       6199724.648242203									20				20096																		0	10	
       1219142.6148366563	       6199626.890095436									20				20096																		0	10	
       1218979.159678207	       6199743.028621221									20				20096																		0	10	
       1219178.4506577053	       6199630.518768186									20				20096																		0	10	
       1218992.9622721248	       6199746.569347749									20				20096																		0	10	
       1219152.1161020915	       6199669.614003529									20				20096																		0	10	
       1219166.6132170262	       6199616.429148473									20				20096																		0	10	
       1218958.7433736848	       6199706.033025421									20				20096																		0	10	
       1218965.300165976	       6199708.3934583375									20				20096																		0	10	
       1218971.6287164008	       6199743.767739647									20				20096																		0	10	
       1218961.647324487	       6199715.467831558									20				20096																		0	10	
       1219153.868423177	       6199616.823662556									20				20096																		0	10	
       1218963.9034942377	       6199733.128886615									20				20096																		0	10	
       1218966.6756682615	       6199747.790334953									20				20096																		0	10	
       1218957.2005838521	       6199730.762043813									20				20096																		0	10	
       1219124.725892316	       6199632.740876334									20				20096																		0	10	
       1219123.2982678842	       6199588.035191842									20				20096																		0	10	
       1218953.6259792936	       6199712.941800174									20				20096																		0	10	
       1218958.394194606	       6199737.598734162									20				20096																		0	10	
       1219136.746076934	       6199631.462334241									20				20096																		0	10	
       1219127.2100763766	       6199594.409273004									20				20096																		0	10	
       1218960.708441638	       6199745.453306261									20				20096																		0	10	
       1219139.7158777588	       6199597.79118463									20				20096																		0	10	
       1218999.7583282136	       6199742.479583099									20				20096																		0	10	
       1218953.0417151162	       6199723.785825465									20				20096																		0	10	
       1219143.0307214116	       6199613.459661166									20				20096																		0	10	
       1218946.2969114352	       6199709.833366919									20				20096																		0	10	
       1218976.6671600447	       6199748.851016878									20				20096																		0	10	
       1218948.4052708852	       6199732.137897771									20				20096																		0	10	
       1219135.1870699083	       6199607.245293016									20				20096																		0	10	
       1219156.7986454952	       6199610.948081155									20				20096																		0	10	
       1219006.0892436178	       6199741.031673719									20				20096																		0	10	
       1218940.836273702	       6199721.224472093									20				20096																		0	10	
       1218950.3449714056	       6199739.309033296									20				20096																		0	10	
       1219111.2761536993	       6199596.23858396									20				20096																		0	10	
       1218984.0495445326	       6199748.93027207									20				20096																		0	10	
       1219134.0589563178	       6199600.606020028									20				20096																		0	10	
       1218970.4322766243	       6199736.4674601145									20				20096																		0	10	
       1218937.715118378	       6199700.669641337									20				20096																		0	10	
       1218948.3582538662	       6199722.654035349									20				20096																		0	10	
       1218946.2320501222	       6199717.320936576									20				20096																		0	10	
       1219145.1947225265	       6199605.73626875									20				20096																		0	10	
       1218940.6863086645	       6199730.786999203									20				20096																		0	10	
       1218933.8969166186	       6199735.182726422									20				20096																		0	10	
       1218930.8150130576	       6199721.8859101795									20				20096																		0	10	
       1218938.489973777	       6199713.007327004									20				20096																		0	10	
       1218940.237924068	       6199737.664721601									20				20096																		0	10	
       1218930.5767685932	       6199702.390085934									20				20096																		0	10	
       1218928.665525029	       6199714.7539525395									20				20096																		0	10	
       1218934.9882345854	       6199689.414795157									20				20096																		0	10	
       1218925.8448534291	       6199707.959590077									20				20096																		0	10	
       1219181.0768371497	       6199637.7502534455									20				20096																		0	10	
       1219186.7294067743	       6199632.11424788									20				20096																		0	10	
       1218922.935171067	       6199720.039321501									20				20096																		0	10	
       1218925.691558148	       6199694.112119271									20				20096																		0	10	
       1218919.422814192	       6199694.9733117595									20				20096																		0	10	
       1218915.8460721322	       6199706.49400863									20				20096																		0	10	
       1218932.5294671895	       6199708.441978467									20				20096																		0	10	
       1218923.9768734598	       6199728.24073008									20				20096																		0	10	
       1218916.338999541	       6199713.929168871									20				20096																		0	10	
       1218907.4533995488	       6199707.967938032									20				20096																		0	10	
       1218912.0246405927	       6199684.873271418									20				20096																		0	10	
       1218909.2035451885	       6199694.311226411									20				20096																		0	10	
       1218919.2155161495	       6199683.778212901									20				20096																		0	10	
       1218940.9941104355	       6199693.200393641									20				20096																		0	10	
       1218921.6731454208	       6199676.48852625									20				20096																		0	10	
       1218943.963270262	       6199701.322645618									20				20096																		0	10	
       1218930.9194842463	       6199672.544743406									20				20096																		0	10	
       1218900.8009208154	       6199702.25650954									20				20096																		0	10	
       1218927.4312106906	       6199684.538461153									20				20096																		0	10	
       1218892.2618114275	       6199704.489962038									20				20096																		0	10	
       1218922.5623508738	       6199667.061713752									20				20096																		0	10	
       1218896.3161133942	       6199712.780611809									20				20096																		0	10	
       1218905.1747416665	       6199714.603158694									20				20096																		0	10	
       1218912.4335115186	       6199720.032573737									20				20096																		0	10	
       1218914.694979892	       6199665.900430094									20				20096																		0	10	
       1218901.5815668167	       6199690.068629817									20				20096																		0	10	
       1218920.2616535227	       6199657.837384192									20				20096																		0	10	
       1218919.4143449247	       6199650.283626619									20				20096																		0	10	
       1218908.0284920216	       6199673.10245669									20				20096																		0	10	
       1218880.4292168461	       6199701.331168933									20				20096																		0	10	
       1218893.1010690972	       6199680.542979939									20				20096																		0	10	
       1218900.8033979293	       6199676.2393610915									20				20096																		0	10	
       1218906.6993791978	       6199679.7228507195									20				20096																		0	10	
       1218908.7702435926	       6199660.522218226									20				20096																		0	10	
       1218887.3486331513	       6199689.376249773									20				20096																		0	10	
       1218899.3366455962	       6199668.7711646175									20				20096																		0	10	
       1218894.3560406966	       6199694.34530507									20				20096																		0	10	
       1218934.052684193	       6199681.815522061									20				20096																		0	10	
       1218875.229231542	       6199689.856610852									20				20096																		0	10	
       1218874.8958711831	       6199677.332670095									20				20096																		0	10	
       1218884.6962048162	       6199680.49055349									20				20096																		0	10	
       1218881.2380996724	       6199692.603468444									20				20096																		0	10	
       1218867.332109117	       6199667.447672749									20				20096																		0	10	
       1218863.5819449427	       6199657.38793703									20				20096																		0	10	
       1218879.3743018575	       6199682.543449421									20				20096																		0	10	
       1218887.3637804596	       6199672.089970925									20				20096																		0	10	
       1218914.2666875983	       6199643.382673611									20				20096																		0	10	
       1218876.6019133832	       6199663.736232729									20				20096																		0	10	
       1218894.9694986164	       6199657.269151402									20				20096																		0	10	
       1218913.1701671171	       6199653.933034175									20				20096																		0	10	
       1218863.405512903	       6199683.792394689									20				20096																		0	10	
       1218906.2530031004	       6199645.145260036									20				20096																		0	10	
       1218861.9941255422	       6199645.167224584									20				20096																		0	10	
       1218891.4978023034	       6199663.309834578									20				20096																		0	10	
       1218900.1035747852	       6199682.215348622									20				20096																		0	10	
       1218880.433525337	       6199671.453849978									20				20096																		0	10	
       1218869.1285602602	       6199695.829236817									20				20096																		0	10	
       1218868.57713844	       6199676.111134826									20				20096																		0	10	
       1218870.9887140903	       6199683.527405394									20				20096																		0	10	
       1218883.087942566	       6199661.097605109									20				20096																		0	10	
       1218854.7733292317	       6199685.163850605									20				20096																		0	10	
       1218873.6659179677	       6199656.0692614755									20				20096																		0	10	
       1218856.822410008	       6199653.816948122									20				20096																		0	10	
       1218860.4957938544	       6199672.360618942									20				20096																		0	10	
       1218856.1004371464	       6199663.777016032									20				20096																		0	10	
       1218849.6241490943	       6199675.877002206									20				20096																		0	10	
       1218869.311743448	       6199650.08329388									20				20096																		0	10	
       1218873.0800403126	       6199643.9621786									20				20096																		0	10	
       1218844.2585924708	       6199663.879289917									20				20096																		0	10	
       1218902.703908541	       6199658.716840958									20				20096																		0	10	
       1218875.1782269021	       6199633.141560761									20				20096																		0	10	
       1218885.8773510144	       6199650.420403614									20				20096																		0	10	
       1218841.5795812707	       6199676.918247254									20				20096																		0	10	
       1218874.795139512	       6199623.303612003									20				20096																		0	10	
       1218881.351315369	       6199645.051487293									20				20096																		0	10	
       1218866.5172454473	       6199638.099330438									20				20096																		0	10	
       1218866.414697331	       6199620.986913483									20				20096																		0	10	
       1218862.2298211448	       6199692.16204766									20				20096																		0	10	
       1218905.3313627422	       6199632.519545936									20				20096																		0	10	
       1218888.0593627107	       6199627.598564095									20				20096																		0	10	
       1218894.202451828	       6199648.305203667									20				20096																		0	10	
       1218864.3825581588	       6199629.647093194									20				20096																		0	10	
       1218846.970021743	       6199645.144724991									20				20096																		0	10	
       1218835.048396162	       6199669.870748604									20				20096																		0	10	
       1218884.1840369112	       6199637.64143809									20				20096																		0	10	
       1218893.055812629	       6199641.301723755									20				20096																		0	10	
       1218902.5253213935	       6199640.757762212									20				20096																		0	10	
       1218835.052372952	       6199662.832581414									20				20096																		0	10	
       1218898.2663327055	       6199632.7433349285									20				20096																		0	10	
       1218854.9563833468	       6199636.536476792									20				20096																		0	10	
       1218846.3403150283	       6199654.289290824									20				20096																		0	10	
       1218829.0123859884	       6199660.768324917									20				20096																		0	10	
       1218852.3490554066	       6199625.587245438									20				20096																		0	10	
       1218888.921867069	       6199697.775310828									20				20096																		0	10	
       1218905.5406359632	       6199620.894400887									20				20096																		0	10	
       1218898.8704488422	       6199624.148960844									20				20096																		0	10	
       1218839.6111091326	       6199657.011723651									20				20096																		0	10	
       1218883.2847851575	       6199620.854842279									20				20096																		0	10	
       1218873.8867409085	       6199615.194823262									20				20096																		0	10	
       1218863.7479210573	       6199614.795978218									20				20096																		0	10	
       1218826.814212314	       6199648.857628617									20				20096																		0	10	
       1218836.2499831235	       6199649.421878227									20				20096																		0	10	
       1218887.159055791	       6199614.563764099									20				20096																		0	10	
       1218913.4774458113	       6199637.06044309									20				20096																		0	10	
       1218893.9739283938	       6199621.659372011									20				20096																		0	10	
       1218901.2507776038	       6199614.477848124									20				20096																		0	10	
       1218828.2208141934	       6199668.750115517									20				20096																		0	10	
       1218820.903363481	       6199664.162490269									20				20096																		0	10	
       1218816.4668244063	       6199659.44409532									20				20096																		0	10	
       1218857.3528130536	       6199630.644313445									20				20096																		0	10	
       1218893.465732562	       6199604.767673624									20				20096																		0	10	
       1218860.778469354	       6199607.527649527									20				20096																		0	10	
       1218840.5734529549	       6199626.102045175									20				20096																		0	10	
       1218855.482731988	       6199615.441800023									20				20096																		0	10	
       1218892.0028286895	       6199591.098775493									20				20096																		0	10	
       1218846.5015941786	       6199610.495350071									20				20096																		0	10	
       1218848.069120923	       6199596.316701599									20				20096																		0	10	
       1218881.2704522533	       6199609.88888638									20				20096																		0	10	
       1218848.778992944	       6199638.6797305355									20				20096																		0	10	
       1218875.8713754448	       6199604.041418233									20				20096																		0	10	
       1218894.6683564188	       6199596.890641679									20				20096																		0	10	
       1218869.1255882045	       6199608.085101989									20				20096																		0	10	
       1218885.263320837	       6199591.786588068									20				20096																		0	10	
       1218846.7300863848	       6199631.151026773									20				20096																		0	10	
       1218839.8219924893	       6199609.710969181									20				20096																		0	10	
       1218883.8857734473	       6199601.7646062495									20				20096																		0	10	
       1218876.8033625712	       6199593.944808888									20				20096																		0	10	
       1218862.3918762694	       6199599.879376722									20				20096																		0	10	
       1218820.7102569113	       6199640.55184139									20				20096																		0	10	
       1218810.722779532	       6199644.603096369									20				20096																		0	10	
       1218869.3963096763	       6199593.093880611									20				20096																		0	10	
       1218856.904085973	       6199590.843482334									20				20096																		0	10	
       1218886.3204609097	       6199581.835368084									20				20096																		0	10	
       1218836.717432861	       6199635.819280469									20				20096																		0	10	
       1218871.009267951	       6199585.689014684									20				20096																		0	10	
